PID,Speed,MPE,Correct,RT,Effective_Duration_s
9,1.5,2,0,1.0404,1.8063
9,15.0,2,1,1.1388,0.6633
9,1.5,2,1,0.792,1.8012
9,1.5,8,1,1.0465,1.8006
9,5.0,4,1,0.6007,1.8053
9,15.0,4,1,0.7291,0.6557
9,0.0,2,1,0.9495,1.8054
9,15.0,8,1,1.4184,0.6523
9,15.0,4,1,1.1734,0.6542
9,0.0,8,1,0.9133,1.8053
9,5.0,8,1,0.5574,1.801
9,1.5,4,1,0.8872,1.8102
9,1.5,4,1,0.8366,1.8011
9,5.0,4,1,0.7009,1.8047
9,1.5,2,1,0.664,1.8042
9,1.5,8,1,1.3469,1.8037
9,5.0,8,1,0.5939,1.8079
9,15.0,2,0,1.0836,0.6636
9,5.0,4,1,0.718,1.8011
9,5.0,4,1,0.6468,1.8013
9,15.0,8,1,0.8984,0.6664
9,0.0,8,1,0.7613,1.8011
9,15.0,8,1,1.1158,0.6682
9,1.5,8,1,0.6864,1.8026
9,15.0,4,1,1.4184,0.6657
9,1.5,8,1,0.87,1.8082
9,1.5,8,1,0.875,1.8004
9,15.0,8,0,0.763,0.6613
9,5.0,2,0,0.5913,1.802
9,0.0,8,1,0.7356,1.8032
9,15.0,8,1,1.3693,0.6519
9,5.0,4,1,0.7006,1.8056
9,5.0,2,1,0.6977,1.8049
9,5.0,2,1,0.6822,1.8003
9,5.0,4,1,3.555,1.8036
9,0.0,4,1,0.9087,1.8057
9,15.0,8,1,1.0292,0.6565
9,15.0,2,1,1.1179,0.6646
9,0.0,2,1,0.9489,1.8072
9,1.5,8,1,0.8296,1.8028
9,15.0,4,1,1.3039,0.6668
9,5.0,2,1,0.8102,1.8062
9,5.0,2,1,0.7537,1.8045
9,0.0,8,1,1.1198,1.8059
9,0.0,8,1,0.9401,1.8073
9,15.0,2,1,1.143,0.6577
9,15.0,8,1,1.4128,0.6573
9,1.5,8,1,0.5889,1.7987
9,5.0,8,1,0.7648,1.8023
9,1.5,4,1,0.9777,1.8037
10,0.0,8,1,1.2688,1.8106
10,1.5,2,1,1.1589,1.8044
10,1.5,4,0,0.6712,1.8079
10,0.0,4,1,0.791,1.7983
10,0.0,4,1,0.9072,1.8081
10,1.5,8,1,0.6819,1.8039
10,5.0,2,0,0.712,1.8025
10,1.5,8,1,1.0784,1.806
10,1.5,2,1,0.9308,1.8017
10,15.0,2,0,1.1265,0.6576
10,1.5,2,1,0.8493,1.8021
10,5.0,2,1,0.8152,1.8034
10,15.0,2,0,1.723,0.6575
10,15.0,4,1,1.1358,0.6683
10,0.0,2,1,0.7872,1.8071
10,5.0,4,1,0.7698,1.804
10,0.0,2,1,0.8918,1.8012
10,1.5,4,1,0.933,1.807
10,1.5,8,1,0.7373,1.8029
10,0.0,8,1,0.7774,1.8052
10,1.5,2,0,0.904,1.8067
10,0.0,4,1,0.8959,1.8033
10,1.5,2,1,0.951,1.8031
10,0.0,2,1,1.0706,1.7999
10,1.5,2,1,1.1878,1.8029
10,0.0,8,1,0.7456,1.8093
10,15.0,4,0,1.0964,0.6525
10,5.0,4,1,0.6712,1.807
10,1.5,4,1,1.1205,1.8021
10,5.0,8,1,0.7651,1.7975
10,1.5,8,1,0.9458,1.8018
10,0.0,2,1,0.8555,1.8059
10,5.0,8,1,0.788,1.8024
10,0.0,4,1,1.1092,1.8026
10,0.0,8,1,0.9112,1.8008
10,5.0,2,1,0.6578,1.8027
10,0.0,4,1,0.9359,1.8052
10,0.0,4,1,0.7127,1.8044
10,1.5,4,1,0.7046,1.8018
10,5.0,8,1,0.6513,1.8089
10,15.0,8,1,0.9612,0.666
10,5.0,4,1,0.7265,1.8056
10,5.0,2,0,0.8295,1.8023
10,1.5,2,1,0.755,1.8075
10,1.5,2,0,0.8368,1.7944
10,0.0,2,1,0.836,1.8026
10,5.0,4,1,0.6643,1.8075
10,0.0,2,1,1.0655,1.8039
10,5.0,2,0,3.837,1.8015
10,1.5,4,1,1.1876,1.8075
10,15.0,8,1,0.9247,0.6577
10,5.0,2,1,0.8345,1.8014
10,15.0,2,0,1.4686,0.6693
10,5.0,2,0,0.9506,1.802
10,0.0,8,1,1.0032,1.8071
10,0.0,4,1,0.9343,1.8003
10,1.5,4,1,0.907,1.805
10,0.0,8,1,0.6912,1.8029
10,15.0,2,1,0.8138,0.6595
10,5.0,4,1,0.5644,1.808
10,15.0,4,0,1.263,0.6622
10,5.0,4,1,0.7947,1.8045
10,0.0,2,1,0.8441,1.8073
10,15.0,4,1,1.3035,0.6557
10,5.0,8,1,0.6684,1.8083
10,0.0,8,1,0.5927,1.8072
10,1.5,4,0,0.6621,1.8024
10,0.0,8,1,0.7081,1.8021
10,0.0,2,1,0.7384,1.802
10,1.5,4,1,0.7657,1.8029
10,15.0,8,0,1.2518,0.6678
10,5.0,2,1,0.745,1.8
10,0.0,4,1,0.8817,1.8099
10,5.0,2,0,0.6083,1.8086
10,15.0,2,0,1.0948,0.6602
10,5.0,4,1,1.0752,1.8056
10,15.0,8,1,1.166,0.6636
10,15.0,8,1,1.162,0.6636
10,1.5,8,1,0.8084,1.8055
10,15.0,8,1,1.451,0.6659
10,0.0,8,1,0.8646,1.8032
10,0.0,2,1,0.8477,1.7998
10,1.5,8,1,0.8934,1.803
10,5.0,4,0,0.6234,1.8094
10,1.5,4,1,1.1024,1.8098
10,0.0,4,1,1.0308,1.8044
10,15.0,4,1,1.0792,0.6635
10,15.0,8,1,1.0959,0.6551
10,0.0,4,1,0.9394,1.8068
10,1.5,4,1,0.8534,1.8039
10,1.5,2,1,1.2167,1.8014
10,15.0,2,1,1.1675,0.6532
10,5.0,4,1,0.7086,1.804
10,15.0,2,1,1.5608,0.6627
10,5.0,2,1,0.884,1.804
10,15.0,2,1,1.3068,0.6639
10,5.0,4,0,0.7899,1.8
10,0.0,8,1,1.0044,1.8014
10,5.0,8,1,0.5431,1.8011
10,15.0,4,1,1.1022,0.6549
10,5.0,8,1,0.6743,1.8079
10,15.0,2,1,1.0127,0.6594
10,1.5,2,0,0.5432,1.806
10,0.0,2,1,0.7366,1.8103
10,5.0,8,1,1.0628,1.8072
10,15.0,4,0,1.4078,0.6646
10,1.5,2,0,0.846,1.8059
10,1.5,8,0,0.773,1.8058
10,1.5,8,1,0.8519,1.8011
10,5.0,4,0,0.8193,1.8003
10,5.0,8,1,0.5794,1.8118
10,5.0,4,1,0.9134,1.8029
10,5.0,2,0,0.6533,1.8094
10,0.0,8,1,0.7724,1.8046
10,0.0,4,1,1.0487,1.8011
10,0.0,2,0,0.8952,1.8032
10,15.0,2,0,1.2457,0.6548
10,15.0,2,0,1.1113,0.6657
10,1.5,8,1,0.9971,1.8043
10,5.0,8,1,0.727,1.8
10,5.0,2,1,0.7509,1.8047
10,0.0,8,1,0.9549,1.806
10,1.5,4,1,0.834,1.8001
10,5.0,8,1,0.8345,1.8042
10,1.5,8,1,0.7795,1.8018
10,5.0,4,1,0.7225,1.8044
10,1.5,8,1,0.9244,1.8085
10,15.0,4,1,1.0402,0.6611
10,1.5,2,0,1.0933,1.8007
10,1.5,8,1,0.9353,1.7929
10,15.0,8,0,1.2881,0.6495
10,1.5,8,0,4.348,1.8064
10,1.5,4,1,1.0309,1.8018
10,5.0,4,1,0.7015,1.804
10,0.0,4,1,0.8026,1.8049
10,0.0,8,1,0.7133,1.8013
10,0.0,8,1,0.6165,1.8003
10,15.0,8,1,0.994,0.6657
10,15.0,4,1,1.0529,0.657
10,5.0,8,0,0.7856,1.8071
10,5.0,2,1,0.6609,1.7995
10,0.0,2,1,0.779,1.8093
10,1.5,8,1,0.6641,1.8008
10,15.0,4,1,1.4102,0.6649
10,1.5,8,1,0.8035,1.8013
10,5.0,8,1,0.6548,1.8046
10,1.5,8,1,0.7441,1.8065
10,1.5,2,1,0.8723,1.806
10,5.0,2,1,0.9353,1.8083
10,5.0,8,1,0.7116,1.8024
10,1.5,4,1,0.8212,1.8069
10,15.0,4,1,0.8007,0.6636
10,0.0,2,1,0.689,1.8071
10,15.0,8,1,1.413,0.6676
10,15.0,8,1,1.0454,0.6583
10,5.0,2,1,0.4937,1.8047
10,1.5,2,0,0.8799,1.7999
10,5.0,8,1,0.8356,1.8039
10,15.0,8,1,1.4491,0.6606
10,5.0,2,0,0.5306,1.804
10,0.0,4,1,0.7823,1.8009
10,0.0,8,1,0.3953,1.8006
10,1.5,4,1,0.8395,1.8101
10,5.0,2,0,0.9483,1.8059
10,5.0,8,1,0.7762,1.8043
10,1.5,4,1,1.1226,1.8039
10,5.0,4,1,0.6413,1.8016
10,0.0,4,1,0.9769,1.803
10,5.0,8,1,4.299,1.8073
10,1.5,8,1,1.0653,1.8055
10,5.0,4,1,0.9391,1.8039
10,15.0,4,1,0.089,0.6635
10,1.5,2,1,0.7411,1.8025
10,15.0,2,1,1.2942,0.6636
10,0.0,4,1,0.6538,1.803
10,0.0,8,1,0.8941,1.8045
10,0.0,2,1,0.8323,1.8061
10,15.0,8,1,0.152,0.662
10,15.0,8,0,1.4028,0.657
10,15.0,8,1,1.0696,0.6567
10,0.0,8,1,0.8545,1.8026
10,0.0,4,1,1.0675,1.8002
10,1.5,8,1,1.0609,1.8014
10,15.0,8,1,1.1418,0.6728
10,5.0,8,1,0.6498,1.8015
10,15.0,8,1,1.069,0.6677
10,15.0,8,1,1.1354,0.6714
10,0.0,2,1,0.7804,1.8041
10,1.5,4,1,0.8977,1.8036
10,5.0,4,1,0.6142,1.8067
10,5.0,8,1,0.7145,1.8043
10,15.0,2,0,1.3453,0.6667
10,5.0,2,1,0.7493,1.8056
10,15.0,2,0,1.0342,0.6575
10,1.5,2,1,0.924,1.8003
10,0.0,2,1,0.7728,1.8036
10,15.0,4,1,1.057,0.6554
10,5.0,4,1,0.827,1.8097
10,15.0,4,1,1.2873,0.6637
10,0.0,8,1,0.5942,1.8063
10,1.5,4,1,0.7661,1.8043
10,1.5,4,0,0.8224,1.8064
10,5.0,4,0,0.6743,1.8058
10,15.0,2,0,0.9468,0.6602
10,0.0,2,1,0.8155,1.8044
10,0.0,8,1,0.9361,1.8064
10,1.5,4,1,0.5463,1.8023
10,1.5,8,1,0.7709,1.8013
10,5.0,8,1,0.8033,1.805
10,15.0,4,1,0.8531,0.6553
10,15.0,2,0,1.0199,0.6604
10,15.0,4,1,1.0468,0.6676
10,1.5,2,0,0.9034,1.7972
10,1.5,2,1,1.0422,1.8031
10,0.0,4,1,0.736,1.806
10,15.0,8,1,0.8612,0.6642
10,15.0,4,1,1.2759,0.6523
10,15.0,2,0,0.9499,0.6577
10,15.0,2,1,1.3425,0.6678
10,5.0,2,1,0.9057,1.801
10,0.0,2,1,1.0365,1.8027
10,5.0,2,1,0.6229,1.7978
10,1.5,8,1,0.8738,1.802
10,0.0,8,1,1.0459,1.8063
10,15.0,4,1,0.7316,0.6606
10,15.0,8,1,1.1671,0.6534
10,15.0,4,0,1.1819,0.6553
10,1.5,4,1,0.7163,1.8042
10,0.0,2,1,1.0109,1.8066
10,0.0,4,1,0.6583,1.8031
10,15.0,4,1,1.2689,0.6611
10,5.0,8,1,0.9586,1.8031
10,0.0,4,1,0.7881,1.8022
10,5.0,4,1,0.8376,1.8082
10,15.0,2,0,0.95,0.673
10,15.0,2,1,1.322,0.6661
10,0.0,2,1,1.1909,1.8047
10,0.0,4,1,1.3415,1.8056
10,1.5,2,1,0.8857,1.8092
10,1.5,2,1,0.9326,1.8026
11,5.0,2,0,0.674,1.7987
11,1.5,2,0,0.7918,1.8044
11,0.0,8,1,0.837,1.8001
11,1.5,2,0,0.7762,1.8025
11,15.0,8,1,1.3052,0.6646
11,1.5,2,1,1.1165,1.7984
11,5.0,8,1,0.9603,1.8074
11,1.5,2,1,0.9099,1.809
11,0.0,2,1,0.6277,1.8073
11,0.0,4,1,0.6883,1.805
11,15.0,2,0,1.2743,0.661
11,1.5,8,1,1.2078,1.7989
11,15.0,2,1,1.0934,0.6673
11,5.0,8,1,0.7987,1.8014
11,0.0,4,1,0.6518,1.8048
11,0.0,8,1,0.7917,1.8043
11,15.0,8,1,0.936,0.6543
11,15.0,4,1,1.1034,0.6617
11,15.0,4,0,1.2827,0.6576
11,15.0,4,1,1.1813,0.6618
11,5.0,8,1,0.6585,1.8081
11,15.0,4,0,0.7049,0.6646
11,15.0,2,0,1.1365,0.668
11,15.0,2,1,1.1994,0.6564
11,1.5,8,1,0.8133,1.8049
11,1.5,8,1,0.8041,1.8021
11,0.0,4,0,0.779,1.8019
11,5.0,8,1,0.5433,1.8047
11,5.0,4,1,0.8076,1.8081
11,5.0,8,1,0.73,1.8114
11,0.0,4,0,0.6508,1.8039
11,0.0,8,1,0.9381,1.8024
11,15.0,4,1,1.1793,0.6668
11,1.5,2,1,1.15,1.8049
11,0.0,8,1,0.5187,1.801
11,0.0,2,1,0.8741,1.8054
11,0.0,2,1,0.6762,1.8074
11,1.5,2,1,0.9223,1.8035
11,5.0,4,0,0.8266,1.8091
11,15.0,4,1,1.1705,0.6604
11,5.0,2,1,0.9407,1.8001
11,0.0,8,1,0.9603,1.7947
11,1.5,8,1,1.0168,1.8006
11,0.0,4,1,0.6064,1.8078
11,5.0,2,0,1.0012,1.8053
11,15.0,8,0,1.2859,0.6584
11,1.5,2,1,0.8038,1.8032
11,0.0,2,1,0.6277,1.8013
11,1.5,4,0,0.6579,1.806
11,5.0,2,1,0.9052,1.8038
11,0.0,4,1,0.7794,1.8074
11,0.0,8,1,0.7458,1.8034
11,15.0,4,1,1.1933,0.67
11,5.0,4,1,0.7192,1.8025
11,15.0,8,1,0.9997,0.6696
11,15.0,4,1,1.2648,0.6707
11,5.0,4,1,0.8977,1.8056
11,15.0,2,1,1.0699,0.6628
11,0.0,4,1,0.9336,1.8059
11,1.5,2,0,1.1961,1.8051
11,0.0,4,1,3.754,1.8106
11,1.5,2,1,0.613,1.8059
11,15.0,2,0,1.2913,0.6616
11,1.5,4,1,0.9556,1.7998
11,5.0,4,1,0.7866,1.8064
11,15.0,8,0,0.8024,0.6725
11,5.0,8,1,0.9401,1.8056
11,5.0,2,1,0.7133,1.8063
11,0.0,2,0,0.708,1.8048
11,1.5,8,1,1.0511,1.8041
11,0.0,4,1,0.7475,1.8062
11,5.0,2,0,0.6834,1.8061
11,5.0,8,1,0.7262,1.8078
11,15.0,8,1,0.9924,0.6653
11,1.5,4,1,1.0156,1.8016
11,15.0,4,0,1.0325,0.6627
11,0.0,2,1,0.8462,1.8015
11,1.5,8,1,0.8834,1.8061
11,1.5,4,0,0.6943,1.8087
11,5.0,8,1,0.6941,1.8071
11,15.0,8,1,1.1371,0.6597
11,15.0,8,1,1.1827,0.6693
11,1.5,8,1,0.9282,1.8014
11,0.0,4,1,0.6981,1.8066
11,0.0,8,1,1.0805,1.8046
11,5.0,4,1,0.8968,1.8019
11,0.0,4,1,0.774,1.8047
11,1.5,2,1,0.8284,1.8064
11,1.5,4,0,0.6738,1.8043
11,15.0,2,0,1.6112,0.655
11,0.0,8,1,1.0203,1.7994
11,15.0,8,1,1.2098,0.6652
11,15.0,4,1,1.119,0.6542
11,5.0,2,1,0.6318,1.8017
11,15.0,8,1,1.4192,0.658
11,15.0,4,0,0.9738,0.6652
11,0.0,4,1,0.7902,1.8027
11,1.5,4,1,0.9527,1.8043
11,5.0,8,1,0.8168,1.8012
11,5.0,4,1,0.712,1.8014
11,15.0,4,1,0.7301,0.6641
11,1.5,2,0,0.9827,1.8037
11,0.0,4,1,0.7789,1.8067
11,15.0,4,1,1.0595,0.6639
11,1.5,8,1,1.2179,1.8
11,1.5,2,1,0.8357,1.8064
11,0.0,8,1,0.6916,1.8075
11,1.5,8,1,0.7283,1.8026
11,1.5,2,1,1.0296,1.8063
11,0.0,8,1,0.8096,1.8041
11,5.0,2,0,0.7043,1.7992
11,1.5,8,1,1.2062,1.8054
11,0.0,4,1,0.7288,1.8033
11,0.0,8,1,0.9682,1.8017
11,0.0,4,1,0.6022,1.8069
11,1.5,2,1,1.0182,1.8054
11,5.0,2,1,0.8777,1.8019
11,1.5,4,0,0.9031,1.8034
11,1.5,4,1,0.9474,1.8002
11,0.0,4,1,0.8394,1.8043
11,0.0,2,1,1.1249,1.8062
11,5.0,8,1,0.7249,1.805
11,1.5,2,1,0.8867,1.8106
11,1.5,2,0,3.777,1.8022
11,5.0,4,1,0.874,1.8024
11,1.5,4,1,0.8481,1.8055
11,5.0,4,1,0.8132,1.804
11,5.0,8,1,3.615,1.8032
11,15.0,2,0,1.2347,0.654
11,5.0,2,0,0.7753,1.803
11,1.5,8,1,0.9665,1.8045
11,15.0,4,0,1.4332,0.6614
11,15.0,8,1,1.4003,0.6689
11,5.0,2,1,0.8291,1.804
11,5.0,8,1,0.7151,1.8036
11,15.0,4,0,3.734,0.663
11,15.0,2,0,1.3787,0.6629
11,0.0,4,1,1.1647,1.8058
11,15.0,4,1,1.214,0.6626
11,15.0,4,1,1.1903,0.6624
11,0.0,2,0,0.8302,1.8066
11,15.0,8,1,1.3783,0.6567
11,15.0,2,0,1.306,0.6561
11,15.0,2,0,0.8844,0.6606
11,0.0,8,1,0.768,1.8074
11,5.0,4,1,0.6679,1.804
11,0.0,2,1,0.826,1.8042
11,5.0,2,0,0.699,1.8045
11,5.0,4,0,0.6355,1.8059
11,0.0,2,1,0.6946,1.8057
11,1.5,8,1,0.9322,1.8035
11,1.5,8,1,0.8694,1.7985
11,5.0,4,0,0.7968,1.8018
11,5.0,8,1,0.7369,1.8061
11,0.0,2,1,0.7863,1.8017
11,5.0,2,1,0.8654,1.8012
11,0.0,8,1,0.7378,1.8017
11,0.0,2,0,0.6993,1.8045
11,5.0,8,1,1.0506,1.8037
11,5.0,2,1,0.5638,1.807
11,1.5,4,1,0.8691,1.8065
11,1.5,4,1,0.7626,1.8063
11,0.0,4,1,0.6555,1.8039
11,1.5,2,1,0.7553,1.8038
11,1.5,4,1,1.28,1.8029
11,15.0,2,0,0.9275,0.6562
11,0.0,2,1,0.9122,1.7982
11,0.0,4,1,1.181,1.8042
11,5.0,8,1,0.7997,1.7997
11,5.0,4,1,0.7387,1.8075
11,1.5,4,1,1.1631,1.8053
11,0.0,2,1,0.8921,1.8064
11,0.0,4,1,0.3638,1.8049
11,0.0,2,1,0.673,1.8027
11,15.0,8,1,1.0771,0.6721
11,5.0,2,1,3.859,1.8074
11,15.0,2,1,0.7926,0.6765
11,5.0,8,1,0.8017,1.8078
11,5.0,2,0,0.8954,1.8037
11,15.0,8,1,0.9092,0.6631
11,1.5,8,1,0.9431,1.8068
11,5.0,2,0,0.7287,1.807
11,0.0,8,1,0.9689,1.8045
11,15.0,4,1,1.3142,0.6634
11,0.0,8,1,0.6606,1.8014
11,5.0,4,0,0.097,1.8046
11,15.0,8,0,1.2738,0.6601
11,1.5,8,1,0.84,1.7985
11,5.0,2,0,1.0419,1.7999
11,5.0,4,1,0.7598,1.8075
11,0.0,2,1,0.8229,1.8048
11,1.5,4,1,1.0634,1.8028
11,15.0,2,0,0.904,0.6593
11,5.0,4,0,0.7502,1.802
11,5.0,4,1,0.6931,1.805
11,1.5,2,1,0.9225,1.8061
11,5.0,2,1,0.9345,1.8026
11,5.0,4,1,0.8712,1.8027
11,1.5,8,1,0.6367,1.8054
11,0.0,2,0,0.9019,1.8025
11,1.5,4,0,0.946,1.7996
11,0.0,8,1,0.8578,1.8072
11,0.0,2,1,0.7031,1.7991
11,1.5,2,0,0.876,1.8033
11,15.0,2,0,1.1598,0.661
11,1.5,4,1,1.02,1.8066
11,1.5,2,0,0.6088,1.7995
11,15.0,8,0,0.9526,0.6561
11,15.0,2,0,1.2519,0.6589
11,15.0,8,1,1.4757,0.6629
11,1.5,8,1,3.136,1.8062
11,0.0,8,1,0.8844,1.8052
11,1.5,4,1,0.8976,1.8082
11,15.0,2,0,1.0613,0.6558
11,5.0,4,1,0.6906,1.801
11,1.5,4,1,0.9317,1.8023
11,1.5,8,1,0.9351,1.8075
11,5.0,8,1,0.7622,1.8019
11,15.0,4,0,1.1228,0.6664
11,1.5,4,1,0.9189,1.8089
11,15.0,2,0,1.344,0.6632
11,15.0,8,1,1.1626,0.6606
11,1.5,8,1,1.0246,1.8013
11,0.0,2,1,0.7684,1.7986
11,1.5,4,1,0.8111,1.8034
11,5.0,8,1,0.7156,1.8047
11,5.0,8,0,0.7516,1.7972
11,15.0,2,1,0.9536,0.6586
11,0.0,8,1,0.8484,1.7991
11,5.0,4,0,0.6661,1.8028
11,15.0,8,1,1.3814,0.6611
11,5.0,2,0,0.8202,1.8071
11,15.0,2,1,1.3792,0.6684
11,15.0,4,1,1.3311,0.6563
11,15.0,8,1,1.1301,0.6606
11,0.0,8,1,0.8536,1.8028
11,0.0,2,1,0.8467,1.812
11,1.5,8,1,0.8964,1.8055
11,0.0,8,1,0.79,1.8054
11,5.0,8,1,0.5605,1.8028
12,1.5,4,1,0.9404,1.8028
12,0.0,2,1,0.7496,1.8049
12,15.0,8,1,1.0115,0.656
12,15.0,2,0,1.3505,0.6599
12,0.0,2,1,0.7544,1.8037
12,1.5,2,1,0.9494,1.7958
12,15.0,8,0,1.1397,0.658
12,5.0,4,1,0.9524,1.8019
12,15.0,4,1,1.1001,0.6599
12,5.0,4,1,0.6792,1.805
12,5.0,8,1,0.8351,1.8033
12,15.0,8,1,1.1132,0.6584
12,1.5,4,1,3.8,1.8025
12,1.5,8,1,0.7746,1.8007
12,15.0,2,0,0.8682,0.6634
12,15.0,8,1,0.8279,0.6658
12,1.5,8,1,0.7482,1.8005
12,15.0,8,1,1.0351,0.6603
12,5.0,8,1,0.8695,1.8092
12,15.0,4,1,1.2384,0.6639
12,5.0,4,1,0.702,1.8045
12,1.5,4,0,0.802,1.8035
12,1.5,4,0,0.7614,1.8059
12,1.5,2,1,0.8998,1.8035
12,5.0,2,1,0.8282,1.8046
12,0.0,4,1,1.0407,1.8043
12,15.0,4,1,1.1588,0.6629
12,1.5,4,1,0.8576,1.8033
12,15.0,8,1,1.5986,0.6565
12,15.0,8,1,1.2315,0.6649
12,1.5,4,1,0.9978,1.8076
12,15.0,2,0,1.3006,0.6603
12,15.0,2,0,1.2574,0.6558
12,5.0,4,0,0.7537,1.8035
12,1.5,2,1,0.7764,1.8068
12,0.0,8,1,0.9503,1.8013
12,5.0,8,1,0.7028,1.8039
12,15.0,8,0,1.2843,0.6657
12,1.5,8,0,1.0588,1.8049
12,0.0,4,1,0.9013,1.8001
12,15.0,2,1,1.3056,0.6583
12,5.0,2,1,0.8389,1.8017
12,1.5,8,1,0.779,1.809
12,5.0,4,0,0.7957,1.8086
12,15.0,8,1,0.923,0.6618
12,5.0,4,1,0.7732,1.8014
12,5.0,4,0,0.7112,1.808
12,1.5,8,1,0.6348,1.8041
12,5.0,4,1,0.4906,1.8054
12,0.0,8,1,0.8556,1.8009
12,1.5,8,0,0.7957,1.8038
12,0.0,2,0,0.6182,1.8044
12,0.0,8,1,0.5453,1.8002
12,15.0,4,1,1.079,0.663
12,5.0,4,0,0.6814,1.8069
12,0.0,4,1,0.5659,1.8146
12,5.0,8,1,0.693,1.8031
12,0.0,2,0,0.9702,1.8007
12,0.0,4,1,0.6947,1.8066
12,0.0,4,1,0.6244,1.8047
12,1.5,8,1,0.9131,1.801
12,5.0,4,1,0.8847,1.8053
12,0.0,8,1,1.0318,1.8072
12,1.5,8,1,0.7531,1.804
12,5.0,2,0,0.9737,1.8072
12,1.5,4,1,0.952,1.8084
12,15.0,4,0,0.945,0.6638
12,1.5,8,1,0.8155,1.8051
12,15.0,8,1,1.244,0.6625
12,1.5,8,1,0.9575,1.801
12,15.0,8,1,1.3066,0.6592
12,1.5,4,0,0.8901,1.8045
12,5.0,8,1,0.7014,1.8025
12,5.0,4,1,0.7463,1.8075
12,0.0,4,1,0.642,1.8037
12,15.0,4,1,1.2644,0.6544
12,5.0,2,0,0.6648,1.8018
12,5.0,2,1,0.6804,1.8027
12,1.5,2,1,1.025,1.8058
12,5.0,2,1,0.7611,1.7993
12,0.0,4,1,0.5883,1.8019
12,5.0,4,1,0.7026,1.8049
12,0.0,4,1,1.0417,1.8038
12,0.0,2,1,0.822,1.8086
12,0.0,2,0,0.8777,1.8017
12,15.0,4,0,1.0306,0.6588
12,5.0,8,1,0.6969,1.8032
12,1.5,2,0,1.1097,1.8076
12,15.0,2,1,0.9556,0.6624
12,0.0,4,1,0.7082,1.8032
12,15.0,4,0,1.3429,0.658
12,15.0,4,1,0.9974,0.6682
12,5.0,4,0,0.8231,1.803
12,5.0,2,0,0.8789,1.8016
12,15.0,2,0,1.1393,0.6641
12,1.5,4,0,0.9195,1.7996
12,15.0,2,1,1.2325,0.6699
12,0.0,2,1,0.8844,1.8028
12,1.5,4,0,0.8313,1.8032
12,0.0,4,1,1.0518,1.8021
12,1.5,4,1,1.1415,1.8062
12,5.0,8,1,0.8037,1.8059
12,15.0,4,0,1.1584,0.6712
12,15.0,8,1,1.0748,0.6592
12,5.0,4,1,0.7555,1.8035
12,0.0,8,1,0.8912,1.8008
12,0.0,2,1,0.8652,1.8054
12,15.0,2,1,0.101,0.6598
12,5.0,2,1,0.7989,1.8
12,15.0,8,1,0.8767,0.655
12,1.5,2,1,0.8545,1.81
12,15.0,2,1,1.1253,0.6657
12,0.0,8,1,0.7979,1.8057
12,1.5,4,0,0.8178,1.8068
12,5.0,4,0,0.7855,1.8046
12,5.0,8,1,0.9932,1.8032
12,15.0,2,0,0.098,0.6633
12,0.0,2,1,0.8423,1.8062
12,15.0,4,1,1.2954,0.66
12,0.0,8,1,0.936,1.8012
12,0.0,8,1,0.8943,1.8062
12,15.0,2,1,1.2043,0.67
12,5.0,4,0,0.7539,1.8041
12,1.5,8,1,0.7909,1.8035
12,0.0,8,1,0.6656,1.8072
12,1.5,4,1,0.6236,1.8056
12,15.0,4,0,1.0705,0.6561
12,0.0,8,1,0.5974,1.8061
12,15.0,8,0,1.2612,0.6609
12,0.0,4,1,0.8267,1.8005
12,1.5,8,1,1.0766,1.8001
12,15.0,4,1,1.3537,0.6619
12,1.5,2,0,1.0831,1.81
12,0.0,8,1,0.7385,1.8086
12,5.0,8,1,0.7462,1.8001
12,15.0,2,1,1.1549,0.6522
12,15.0,8,1,1.3943,0.6585
12,0.0,2,1,0.805,1.8032
12,15.0,2,1,0.8329,0.6652
12,5.0,8,1,0.9127,1.8013
12,15.0,4,1,1.3881,0.6663
12,1.5,8,1,0.7742,1.8004
12,0.0,4,1,0.5949,1.8018
12,1.5,2,1,0.8279,1.8076
12,0.0,2,0,0.974,1.7994
12,0.0,2,1,0.7833,1.8006
12,15.0,2,0,1.2262,0.6618
12,1.5,2,1,0.9666,1.8032
12,0.0,4,1,0.8076,1.8038
12,1.5,2,0,0.8798,1.8043
12,5.0,8,1,0.7459,1.8057
12,5.0,8,1,0.7638,1.8026
12,0.0,8,1,1.0735,1.8004
12,1.5,2,0,0.9109,1.8083
12,1.5,2,0,1.0986,1.8031
12,5.0,8,1,0.7019,1.8059
12,5.0,2,0,0.9815,1.8023
12,15.0,4,0,1.141,0.6595
12,15.0,4,1,1.4231,0.6614
12,1.5,8,1,1.1243,1.8078
12,1.5,4,1,0.6705,1.8023
12,15.0,8,1,1.4433,0.655
12,5.0,2,1,0.8546,1.8038
12,0.0,8,1,0.7453,1.8037
12,5.0,8,0,0.7961,1.8066
12,0.0,4,1,0.7954,1.8055
12,0.0,8,1,0.8015,1.8117
12,15.0,4,1,0.8621,0.6668
12,1.5,8,1,0.897,1.8074
12,15.0,8,0,1.4005,0.6677
12,0.0,2,1,0.9959,1.8039
12,15.0,8,1,1.1289,0.6555
12,1.5,4,0,0.8417,1.8018
12,1.5,4,1,0.6714,1.7965
12,1.5,2,1,0.9947,1.8005
12,0.0,4,1,0.8755,1.8039
12,0.0,2,1,0.5717,1.8034
